정류장명,정류장 번호,승차인원수,하차인원수,승차인원수(카드),하차인원수(카드),승차인원수(현금),일평균 승하차인원수
송해교회,43384,282,34,281,34,1,10.53
송해교회,43769,13,351,13,351,0,12.13
송해면사무소,43708,34,118,34,118,0,5.07
송해면사무소,43809,108,32,107,32,1,4.67
송해삼거리,43386,455,88,448,88,7,18.1
송해삼거리,43819,125,600,123,600,2,24.17
송해초등학교,43807,15,139,15,139,0,5.13
송해초등학교,43820,110,12,109,12,1,4.07
송현시장.수도국산달동네박물관,36019,7993,5719,7993,5719,0,457.07
송현시장.수도국산달동네박물관,36020,7152,22618,7152,22618,0,992.33
송현시장.수도국산달동네박물관,36025,97,703,97,703,0,26.67
송현아파트,36065,4808,3341,4808,3341,0,271.63
송현아파트,36067,1929,3803,1929,3803,0,191.07
송현주공아파트,36073,1027,2915,1027,2915,0,131.4
송현주공아파트,36080,10679,5841,10679,5841,0,550.67
송현주공아파트후문,36162,825,3024,825,3024,0,128.3
쇠골큰말,89318,81,50,79,50,2,4.37
쇠골큰말,89321,56,26,52,26,4,2.73
수곡(월곳리),43191,46,0,46,0,0,1.53
수곡(월곳리),43620,0,12,0,12,0,0.4
수광티티아이,90215,29,35,29,35,0,2.13
수도군수지원단(장애인복지관),40825,6396,1752,6396,1752,0,271.6
수도군수지원단(장애인복지관),40826,12,1834,12,1834,0,61.53
수림공원,39347,2048,893,2048,893,0,98.03
수림공원,39351,847,2050,847,2050,0,96.57
수변로삼거리,40367,1217,474,1217,474,0,56.37
수변로삼거리,40370,2670,5518,2670,5518,0,272.93
수봉공원,37289,2250,2301,2250,2301,0,151.7
수봉공원,37569,1894,5179,1894,5179,0,235.77
수봉공원.인천수봉문화회관입구,37362,15209,7968,15209,7968,0,772.57
수봉공원.인천수봉문화회관입구,37369,9293,14812,9293,14812,0,803.5
수봉마을쉼터,37570,4041,4671,4041,4671,0,290.4
수봉마을쉼터,37571,3483,2757,3483,2757,0,208
수부촌,43041,128,213,128,213,0,11.37
수산동,39175,338,776,338,776,0,37.13
수산동,39176,404,454,404,454,0,28.6
수양관,43245,13,79,13,79,0,3.07
수양관,43645,68,4,67,4,1,2.4
수영장앞,90460,60,58,60,58,0,3.93
수영장앞,90478,0,5,0,5,0,0.17
수인곡물시장,35134,3735,3216,3735,3216,0,231.7
수정제입구,90290,8,6,8,6,0,0.47
수촌,43111,148,9,146,9,2,5.23
수촌,43358,5,149,5,149,0,5.13
수출산업단지6공단입구,40009,4105,4099,4105,4099,0,273.47
수출산업단지6공단입구,40010,1996,2562,1996,2562,0,151.93
수행마을.홈플러스,80074,774,21,774,21,0,26.5
수행마을.홈플러스,80075,122,593,122,593,0,23.83
수현마을,39487,3264,5020,3264,5020,0,276.13
수현마을,39488,9949,5539,9949,5539,0,516.27
수협,43060,162,1179,162,1179,0,44.7
수협,43062,4578,11706,4555,11706,23,542.8
수협(인천해양센터),35080,2993,73,2993,73,0,102.2
수협(인천해양센터),35081,78,4449,78,4449,0,150.9
수협온수지점,90411,1822,580,1822,580,0,80.07
수협온수지점,90413,496,1618,496,1618,0,70.47
순복음교회,37253,8789,29835,8789,29835,0,1287.47
순복음교회,39181,22713,7879,22713,7879,0,1019.73
순복음교회,40661,13725,7804,13725,7804,0,717.63
순천향대학병원.부명고,55037,8756,1176,8756,1176,0,331.07
숭덕여중고입구,39461,11262,24308,11262,24308,0,1185.67
숭덕여중고입구,39463,17253,11737,17253,11737,0,966.33
숭덕여중고입구,39466,6022,967,6022,967,0,232.97
숭뢰2리,43421,100,233,98,233,2,11.1
숭뢰2리,43704,131,11,130,11,1,4.73
숭보사입구,40851,126,13,126,13,0,4.63
숭보사입구,40918,0,84,0,84,0,2.8
숭의1.3동(극동아파트),37328,674,716,674,716,0,46.33
숭의1.3동(극동아파트),37337,550,985,550,985,0,51.17
숭의2동행정복지센터,37563,2257,2489,2257,2489,0,158.2
숭의교회,37269,18482,10660,18482,10660,0,971.4
숭의교회,37271,12159,15695,12159,15695,0,928.47
숭의로터리,37265,5804,19810,5804,19810,0,853.8
숭의로터리,37266,16715,5677,16715,5677,0,746.4
숭의로터리,37273,20876,9304,20876,9304,0,1006
숭의로터리.도원체육관,37276,8118,13004,8118,13004,0,704.07
숭의목공예마을앞,37313,8615,9015,8615,9015,0,587.67
숭의목공예마을앞,37315,6492,7850,6492,7850,0,478.07
숭의박문아파트,37353,1535,2975,1535,2975,0,150.33
숭의박문아파트,37354,2745,1525,2745,1525,0,142.33
숭의보건지소,37532,14474,4074,14474,4074,0,618.27
숭의역(1번출구),37510,43905,23430,43905,23430,0,2244.5
숭의역(2번출구),37211,29266,37919,29266,37919,0,2239.5
숭의역(3번출구),35133,1693,6037,1693,6037,0,257.67
숭의역(4번출구),35135,6048,3532,6048,3532,0,319.33
숭의초등학교,37308,1798,4905,1798,4905,0,223.43
숭의초등학교입구,37287,2602,1527,2602,1527,0,137.63
쉐보레인천서비스,40433,1395,4388,1395,4388,0,192.77
쉐보레출고사무소,89160,1809,548,1809,548,0,78.57
쉴낙원인천장례식장,41458,1312,2565,1312,2565,0,129.23
스카이시티자이,35916,93,2883,93,2883,0,99.2
스카이시티자이,35917,3040,238,3040,238,0,109.27
스카이시티자이.화성파크드림,35650,4346,8402,4346,8402,0,424.93
스타파이브입구,35428,324,42,324,42,0,12.2
스타파이브입구,35429,19,325,19,325,0,11.47
스태츠칩팩코리아,35641,37,1598,37,1598,0,54.5
스태츠칩팩코리아,35642,1484,18,1484,18,0,50.07
스틸랜드,70228,169,474,169,474,0,21.43
스틸랜드,70229,350,187,350,187,0,17.9
스포월드골프연습장,42439,122,165,122,165,0,9.57
스포월드골프연습장,42440,10,240,10,240,0,8.33
승기2교,92077,242,81,242,81,0,10.77
승기사거리,37301,8411,7013,8411,7013,0,514.13
승기천,39169,1465,6571,1465,6571,0,267.87
승기천,39170,1662,8946,1662,8946,0,353.6
시대아파트,38340,15502,13037,15502,13037,0,951.3
시리미,43330,49,76,49,76,0,4.17
시리미,43631,4,0,4,0,0,0.13
시립가좌테니스장,37581,242,1735,242,1735,0,65.9
시립가좌테니스장,37582,153,2662,153,2662,0,93.83
시민공원,37359,14191,6018,14191,6018,0,673.63
시민공원(문화창작지대)역,37344,28971,29315,28971,29315,0,1942.87
시민공원(문화창작지대)역,37346,39175,29140,39175,29140,0,2277.17
시민공원.문화창작지대,37334,20543,40027,20543,40027,0,2019
시민공원.문화창작지대,37468,2360,1832,2360,1832,0,139.73
시민공원역.포레나미추홀,37319,6877,56369,6877,56369,0,2108.2
시민공원역.포레나미추홀,37326,108831,19377,108831,19377,0,4273.6
시장로터리(중앙철재),40261,2324,1904,2324,1904,0,140.93
시청광장입구,39217,17158,20631,17158,20631,0,1259.63
시청광장입구,39218,22003,17246,22003,17246,0,1308.3
시티오씨엘1단지.3단지,37695,4415,1895,4415,1895,0,210.33
시티오씨엘1단지.3단지,37696,1142,3271,1142,3271,0,147.1
시티오씨엘1단지아파트,37462,824,4206,824,4206,0,167.67
시티오씨엘1단지아파트,37463,2587,1709,2587,1709,0,143.2
시티오씨엘3단지,37684,8544,15661,8544,15661,0,806.83
시티오씨엘4단지,37685,16207,7091,16207,7091,0,776.6
시티오씨엘4단지.5단지,37694,1159,651,1159,651,0,60.33
시티오씨엘4단지오피스텔,37693,542,664,542,664,0,40.2
시흥대야역.영남아파트,70027,773,2482,773,2482,0,108.5
시흥대야역.영남아파트,70028,3056,855,3056,855,0,130.37
시흥보건소,70015,2031,442,2031,442,0,82.43
시흥보건소,70016,331,1974,331,1974,0,76.83
시흥영업소,25846,546,506,546,506,0,35.07
시흥영업소,25847,332,377,332,377,0,23.63
신검단중앙역1번출구,89614,1044,935,1044,935,0,65.97
신검단중앙역2번출구,89588,32500,6739,32500,6739,0,1307.97
신검단중앙역4번출구,89613,7,348,7,348,0,11.83
신검단중앙역사거리,89589,4058,21986,4058,21986,0,868.13
신검단중앙역사거리(터널앞),89582,459,5351,459,5351,0,193.67
신검단중앙역사거리(터널앞),89583,6950,12436,6950,12436,0,646.2
신검단중앙역풍경채어바니티,89571,6331,8425,6331,8425,0,491.87
신검단중앙역풍경채어바니티2차,89579,11068,2866,11068,2866,0,464.47
신검단중앙역풍경채어바니티2차,89580,2349,5311,2349,5311,0,255.33
신골입구,43998,23,58,23,58,0,2.7
신골입구,43999,49,12,49,12,0,2.03
신광초등학교,35142,627,997,627,997,0,54.13
신기.남부종합시장(진흥사거리),37217,47179,31720,47179,31720,0,2629.97
신기.남부종합시장(진흥사거리),37219,17561,28895,17561,28895,0,1548.53
신김포농협대곶지점,80147,88,58,88,58,0,4.87
신김포농협대곶지점,80148,131,151,131,151,0,9.4
신논현역,32055,14181,90,14181,90,0,475.7
신논현역.우신빌딩,31057,203,8276,203,8276,0,282.63
신당리교회앞,90455,128,1,128,1,0,4.3
신당리교회앞,90473,2,47,1,47,1,1.63
신당리동촌부락,90090,19,1,19,1,0,0.67
신당리동촌부락,90091,0,15,0,15,0,0.5
신당리마을회관,90087,0,1,0,1,0,0.03
신당리마을회관,90088,2,0,2,0,0,0.07
신당리언덕,90456,22,2,22,2,0,0.8
신당리언덕,90474,0,14,0,14,0,0.47
신당리해나무,90454,62,3,61,3,1,2.17
신당리해나무,90472,0,61,0,61,0,2.03
신당촌,90114,1,1,1,1,0,0.07
신대진중앙아파트,41271,4328,2913,4328,2913,0,241.37
신대진중앙아파트,41274,2143,3782,2143,3782,0,197.5
신도실업(주),40625,582,1795,582,1795,0,79.23
신동마을,90253,2,6,2,6,0,0.27
신동마을,90254,13,0,13,0,0,0.43
신동아1.2차아파트,37507,9445,6437,9445,6437,0,529.4
신동아1단지,70038,167,214,167,214,0,12.7
신동아1단지.한일아파트,70037,244,320,244,320,0,18.8
신동아3차아파트,37119,12304,17057,12304,17057,0,978.7
신동아3차아파트,37120,12438,22915,12438,22915,0,1178.43
신동아3차아파트,37494,11517,5240,11517,5240,0,558.57
신동아상가,40860,5284,3648,5284,3648,0,297.73
신동아상가(백운역방면),40068,5300,8746,5300,8746,0,468.2
신동아아파트,37072,19,790,19,790,0,26.97
신동아아파트,37143,9513,14058,9513,14058,0,785.7
신동아아파트,37160,6863,9528,6863,9528,0,546.37
신동아아파트,37525,2378,8163,2378,8163,0,351.37
신동아아파트,39381,2603,6537,2603,6537,0,304.67
신동아아파트,39382,16458,6252,16458,6252,0,757
신동아아파트,41349,9670,2093,9670,2093,0,392.1
신동아아파트,41350,2863,9182,2863,9182,0,401.5
신동아아파트(B),37162,12380,11851,12380,11851,0,807.7
신동아아파트116동,40060,3047,10874,3047,10874,0,464.03
신동아아파트116동,40859,7764,2765,7764,2765,0,350.97
신동아아파트3차·6차,37090,9565,1817,9565,1817,0,379.4
신동아아파트3차·6차,37097,3618,8773,3618,8773,0,413.03
신동아아파트4차,37121,4408,2315,4408,2315,0,224.1
신동아아파트4차,37123,3147,3618,3147,3618,0,225.5
신동아아파트5차,37141,12437,4450,12437,4450,0,562.9
신동아아파트8차,37135,1417,2692,1417,2692,0,136.97
신동아아파트8차,37136,4728,2063,4728,2063,0,226.37
신동양아파트,41202,3291,9546,3291,9546,0,427.9
신동양아파트,41203,8657,4171,8657,4171,0,427.6
신라아파트,37277,7142,6555,7142,6555,0,456.57
신라아파트,37543,2068,3902,2068,3902,0,199
신명보람마을.삼부한신아파트,40511,2490,2722,2490,2722,0,173.73
신명보람마을.삼부한신아파트,40512,791,1161,791,1161,0,65.07
신명스카이뷰,35456,14107,4769,14107,4769,0,629.2
신명스카이뷰,42737,106,271,106,271,0,12.57
신명스카이뷰정문,35455,4659,13745,4659,13745,0,613.47
신명스카이뷰후문,35453,1900,5781,1900,5781,0,256.03
신명아파트,42081,8472,12391,8472,12391,0,695.43
신명아파트.대우3차아파트,70018,632,3957,632,3957,0,152.97
신명아파트앞,42799,25,1043,25,1043,0,35.6
신반포역.세화여중고,31033,1329,78,1329,78,0,46.9
신방화역5번출구,16394,91,252,91,252,0,11.43
신방화역7번출구,16704,347,87,347,87,0,14.47
신봉삼거리,43463,35,38,35,38,0,2.43
신봉삼거리,43814,7,4,7,4,0,0.37
신봉이발관,43458,40,14,40,14,0,1.8
신봉이발관,43786,2,57,2,57,0,1.97
신북항고가교,42104,3316,2203,3316,2203,0,183.97
신북항고가교,42109,1113,3042,1113,3042,0,138.5
신분당선.강남역4번출구,23572,11116,4594,11116,4594,0,523.67
신분당선강남역(중),22009,32,3273,32,3273,0,110.17
신분당선강남역(중),22010,4870,13,4870,13,0,162.77
신비마을아파트,37164,290,2384,290,2384,0,89.13
신비마을아파트,37223,4619,8953,4619,8953,0,452.4
신비마을아파트,37225,7100,4474,7100,4474,0,385.8
신비마을아파트,37555,756,3570,756,3570,0,144.2
신비마을아파트(112동),37171,8484,5960,8484,5960,0,481.47
신삼1리마을회관,43405,144,0,135,0,9,4.8
신삼1리마을회관,43791,0,135,0,135,0,4.5
신삼2리마을회관,43400,179,5,170,5,9,6.13
신삼2리마을회관,43825,4,121,3,121,1,4.17
신삼리입구,43606,19,4,19,4,0,0.77
신삼리입구,43801,1,38,1,38,0,1.3
신선지입구,90346,12,8,11,8,1,0.67
신선지입구,90347,1,19,1,19,0,0.67
신선초등학교(유림노르웨이숲),35086,5860,15184,5860,15184,0,701.47
신선초등학교(유림노르웨이숲),35089,14605,5053,14605,5053,0,655.27
신선초등학교앞,37055,3643,863,3643,863,0,150.2
신설동,35413,6,90,6,90,0,3.2
신설동,35416,83,22,83,22,0,3.5
신설동(3거리),35018,97,10,97,10,0,3.57
신설동(3거리),35019,6,116,6,116,0,4.07
신성미소지움,40099,2258,18,2258,18,0,75.87
신성미소지움,40102,9,1907,9,1907,0,63.87
신성미소지움,40643,2282,14447,2282,14447,0,557.63
신성미소지움,40649,6633,2261,6633,2261,0,296.47
신성미소지움후문,40660,8,484,8,484,0,16.4
신성성결교회(올림피아병원),39355,16765,10907,16765,10907,0,922.4
신세계아파트,39383,3505,5418,3505,5418,0,297.43
신송고등학교,38023,2701,4319,2701,4319,0,234
신송고등학교,38024,5406,3611,5406,3611,0,300.57
신송중학교,38781,143,25,143,25,0,5.6
신송중학교,38782,4,114,4,114,0,3.93
신안실크밸리,35220,684,263,684,263,0,31.57
신연수역(1번출구),38263,3867,3930,3867,3930,0,259.9
신연수역(2번출구),38231,3240,800,3240,800,0,134.67
신연수역(3번출구),38228,5886,4524,5886,4524,0,347
신왕마을,43203,283,2,282,2,1,9.5
신왕마을,43718,15,221,15,221,0,7.87
신원기술,39130,30,16,30,16,0,1.53
신원아침도시오피스텔(홈플러스),39836,5138,6028,5138,6028,0,372.2
신일교회,39529,4731,8139,4731,8139,0,429
신일아파트,35097,74,12,74,12,0,2.87
신정1리마을회관,43300,12,5,12,5,0,0.57
신정1리마을회관,43737,15,22,15,22,0,1.23
신정삼거리,90111,0,7,0,7,0,0.23
신정삼거리,90112,6,18,6,18,0,0.8
신정중학교,38459,2918,3449,2918,3449,0,212.23
신정중학교,38555,5361,2861,5361,2861,0,274.07
신중동역4번출구.롯데백화점,55226,2434,4924,2434,4924,0,245.27
신중동역5번출구.중흥중학교,55071,1195,4566,1195,4566,0,192.03
신중동역6번출구.중흥중학교,55072,3342,1151,3342,1151,0,149.77
신지동마을회관,43303,80,61,79,61,1,4.7
신지동마을회관,43740,50,28,50,28,0,2.6
신진아파트,41107,25034,13943,25034,13943,0,1299.23
신창아파트,37010,4384,6668,4384,6668,0,368.4
신창아파트,37464,4413,3088,4413,3088,0,250.03
신천동,70048,7413,495,7413,495,0,263.6
신천동,70049,294,7967,294,7967,0,275.37
신천삼거리,70013,8546,407,8546,407,0,298.43
신천삼거리,70014,378,8887,378,8887,0,308.83
신천역.문화의거리,25364,2697,315,2697,315,0,100.4
신천역.문화의거리,70174,222,2295,222,2295,0,83.9
신천연합병원,70175,60,778,60,778,0,27.93
신천연합병원,70231,869,233,869,233,0,36.73
신촌,43146,17,1,17,1,0,0.6
신촌,43432,22,18,22,18,0,1.33
신촌,43459,506,22,503,22,3,17.6
신촌,43510,0,8,0,8,0,0.27
신촌,43753,17,243,17,243,0,8.67
신촌,43800,62,48,62,48,0,3.67
신촌마을입구,90201,40,10,40,10,0,1.67
신촌마을입구,90202,0,2,0,2,0,0.07
신촌역2호선,13142,1257,8,1257,8,0,42.17
신촌오거리.2호선신촌역,22014,332,3,332,3,0,11.17
신촌오거리.2호선신촌역,23035,715,2261,715,2261,0,99.2
신촌오거리.현대백화점,22013,326,1,326,1,0,10.9
신촌오거리.현대백화점,23034,138,7028,138,7028,0,238.87
신촌초등학교,40098,506,975,506,975,0,49.37
신태양아파트,37406,5560,7650,5560,7650,0,440.33
신태양아파트,37408,7999,3909,7999,3909,0,396.93
신트리공원,40472,2326,2600,2326,2600,0,164.2
신트리공원,40496,3465,4576,3465,4576,0,268.03
신트리공원,40501,2456,1810,2456,1810,0,142.2
신트리도서관,40469,2927,3278,2927,3278,0,206.83
신포동행정복지센터,35153,3429,2149,3429,2149,0,185.93
신포동행정복지센터,35154,1678,3123,1678,3123,0,160.03
신포사거리,35791,63,275,63,275,0,11.27
신포시장,35160,31419,56290,31419,56290,0,2923.63
신포시장,35254,56248,30549,56248,30549,0,2893.23
신포역·인천세관역사공원,35792,419,166,419,166,0,19.5
신포역·인천세관역사공원,35796,31,6,31,6,0,1.23
신포역·인천여자상업고등학교,35149,2066,7768,2066,7768,0,327.8
신포역·인천여자상업고등학교,35150,8067,3255,8067,3255,0,377.4
신포입구,43491,58,27,54,27,4,2.83
신포입구,43842,13,32,13,32,0,1.5
신한빌딩,39901,11195,11200,11195,11200,0,746.5
신한에이엠,89147,1126,32,1126,32,0,38.6
신현119안전센터,42596,9264,12798,9264,12798,0,735.4
신현119안전센터,42600,7603,8306,7603,8306,0,530.3
신현노인회관,43279,67,6,67,6,0,2.43
신현노인회관,43527,53,109,53,109,0,5.4
신현리입구,90062,12,62,12,62,0,2.47
신현북초등학교,42208,3931,1979,3931,1979,0,197
신현북초등학교,42209,1707,3321,1707,3321,0,167.6
신현북초등학교,42210,1724,198,1724,198,0,64.07
신현북초등학교,42211,54,1642,54,1642,0,56.53
신현쇼핑,42217,33257,24652,33257,24652,0,1930.3
신현쇼핑,42220,41506,26270,41506,26270,0,2259.2
신현여자중학교후문,42214,3840,4432,3840,4432,0,275.73
신현여자중학교후문,42680,3284,2611,3284,2611,0,196.5
신현원창동행정복지센터,42206,2204,4361,2204,4361,0,218.83
신현원창동행정복지센터,42207,7122,2138,7122,2138,0,308.67
신현중학교,42205,1085,3706,1085,3706,0,159.7
신현초등학교,42178,1834,1955,1834,1955,0,126.3
신현초등학교,42179,2374,3201,2374,3201,0,185.83
신화빌라,42626,528,416,528,416,0,31.47
신화슈퍼,89314,128,0,121,0,7,4.27
신화슈퍼,89326,11,121,10,121,1,4.4
신흥교통,35501,236,207,236,207,0,14.77
신흥교통입구,35841,1530,1498,1530,1498,0,100.93
신흥동주민자치센터,35789,142,73,142,73,0,7.17
신흥동주민자치센터,35799,51,10,51,10,0,2.03
신흥시장,35145,11376,16087,11376,16087,0,915.43
신흥시장,35146,17646,9436,17646,9436,0,902.73
신흥시장,57002,2835,1165,2835,1165,0,133.33
신흥시장,57004,1854,2902,1854,2902,0,158.53
신흥시장후문,35812,114,38,114,38,0,5.07
신흥시장후문,35813,119,181,119,181,0,10
신흥주민지원센터,57013,3510,2160,3510,2160,0,189
신흥주민지원센터,57014,2107,2906,2107,2906,0,167.1
신흥초등학교,35156,8506,10172,8506,10172,0,622.6
실내게이트볼장(신현중학교),42204,4961,926,4961,926,0,196.23
